receptor,tumor_type,gtex_tissue,tumor_rank_metric,normal_rank_metric,delta_percentile,panel_background_shift,delta_percentile_bg_corrected,direction_gtex_rank,tumor_median_rsem,normal_median_tpm,passes_tcga_floor_in_type,mapping_quality,max_ligand_availability,in_top_ligand_axis,caveat,n_tcga_adjacent_normals,adjnormal_median_rsem,log2FC_tumor_vs_adjnormal,log2FC_bg_corrected_within_tcga,cliffs_delta,fdr_within_tcga,direction_within_tcga,consensus_direction,direction
ERBB2,HNSC,Minor_Salivary_Gland,92.02,94.63,-2.61,0.8,-3.41,comparable,3292.61,83.8325,True,poor,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,6834.9,-1.0535,-1.0535,-0.7164,3.0331813629579296e-14,depleted,comparable/depleted (partial),comparable
ERBB3,HNSC,Minor_Salivary_Gland,84.63,92.46,-7.83,0.8,-8.63,comparable,1486.94,60.197,True,poor,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,3269.81,-1.1363,-1.1363,-0.6539,4.231848139507087e-12,depleted,comparable/depleted (partial),comparable
ERBB4,HNSC,Minor_Salivary_Gland,21.54,50.4,-28.86,0.8,-29.66,depleted,1.97,2.8178,False,poor,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,33.16,-3.5254,-3.5254,-0.6897,2.0683324000909975e-13,depleted,depleted (both methods agree),depleted
F2R,HNSC,Minor_Salivary_Gland,79.77,88.91,-9.14,0.8,-9.93,comparable,960.08,44.3053,True,poor,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,367.24,1.384,1.384,0.5602,3.0247946410012635e-09,enriched,comparable/enriched (partial),comparable
F2RL1,HNSC,Minor_Salivary_Gland,81.22,73.02,8.19,0.8,7.4,comparable,1102.43,14.5203,True,poor,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,679.55,0.6972,0.6972,0.3216,0.0007724722841535802,enriched,comparable/enriched (partial),comparable
F2RL2,HNSC,Minor_Salivary_Gland,60.12,58.09,2.03,0.8,1.23,comparable,202.33,5.4362,False,poor,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,42.15,2.2362,2.2362,0.6366,1.5638554648673042e-11,enriched,comparable/enriched (partial),comparable
F2RL3,HNSC,Minor_Salivary_Gland,45.11,41.12,3.99,0.8,3.19,comparable,56.95,1.455,False,poor,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,24.47,1.1858,1.1858,0.5623,2.6408250575472277e-09,enriched,comparable/enriched (partial),comparable
FGFR1,HNSC,Minor_Salivary_Gland,73.46,84.26,-10.8,0.8,-11.6,depleted,573.86,29.2613,True,poor,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,691.9,-0.2695,-0.2695,-0.107,0.28302958741625855,comparable,depleted/comparable (partial),depleted
FGFR2,HNSC,Minor_Salivary_Gland,76.79,82.38,-5.58,0.8,-6.38,comparable,767.25,24.106,True,poor,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1275.43,-0.7325,-0.7325,-0.4032,2.2846659419652554e-05,depleted,comparable/depleted (partial),comparable
FGFR3,HNSC,Minor_Salivary_Gland,91.23,65.99,25.24,0.8,24.44,enriched,3046.26,9.1515,True,poor,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,4959.59,-0.703,-0.703,-0.1972,0.04302270690131736,depleted,discordant,enriched
FGFR4,HNSC,Minor_Salivary_Gland,51.27,33.5,17.77,0.8,16.97,enriched,96.74,0.6917,False,poor,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,37.24,1.3537,1.3537,0.5239,3.001829087911264e-08,enriched,enriched (both methods agree),enriched
FLT1,HNSC,Minor_Salivary_Gland,74.4,60.04,14.36,0.8,13.56,enriched,621.97,6.1904,True,poor,0.1691,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,339.61,0.871,0.871,0.4204,9.687676953602316e-06,enriched,enriched (both methods agree),enriched
FZD1,HNSC,Minor_Salivary_Gland,77.45,72.52,4.93,0.8,4.13,comparable,787.28,13.8624,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,705.78,0.1574,0.1574,0.1477,0.1337674929821885,comparable,comparable (both methods agree),comparable
FZD10,HNSC,Minor_Salivary_Gland,64.61,53.37,11.24,0.8,10.44,enriched,296.86,3.6611,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,392.33,-0.4011,-0.4011,-0.1194,0.23052377749527098,comparable,enriched/comparable (partial),enriched
FZD2,HNSC,Minor_Salivary_Gland,55.18,42.42,12.76,0.8,11.97,enriched,137.42,1.6092,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,29.95,2.1609,2.1609,0.8625,4.8962373272668414e-20,enriched,enriched (both methods agree),enriched
FZD3,HNSC,Minor_Salivary_Gland,48.66,52.28,-3.63,0.8,-4.42,comparable,78.58,3.3602,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,86.96,-0.1445,-0.1445,-0.1385,0.16085886096872884,comparable,comparable (both methods agree),comparable
FZD4,HNSC,Minor_Salivary_Gland,62.29,77.88,-15.59,0.8,-16.39,depleted,237.23,18.7229,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,362.98,-0.6115,-0.6115,-0.2528,0.008849249783603604,depleted,depleted (both methods agree),depleted
FZD5,HNSC,Minor_Salivary_Gland,67.08,57.43,9.64,0.8,8.85,comparable,355.54,5.3143,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,405.99,-0.1909,-0.1909,-0.0643,0.5288897838507787,comparable,comparable (both methods agree),comparable
FZD6,HNSC,Minor_Salivary_Gland,89.27,80.13,9.14,0.8,8.34,comparable,2335.38,20.8118,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1138.27,1.0362,1.0362,0.7176,2.7461184066987653e-14,enriched,comparable/enriched (partial),comparable
FZD7,HNSC,Minor_Salivary_Gland,70.05,81.87,-11.82,0.8,-12.62,depleted,427.79,23.1363,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,494.08,-0.2074,-0.2074,-0.1836,0.06000608184173059,comparable,depleted/comparable (partial),depleted
FZD8,HNSC,Minor_Salivary_Gland,53.66,57.14,-3.48,0.8,-4.28,comparable,119.62,5.1986,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,114.37,0.0643,0.0643,-0.0629,0.5381303503007007,comparable,comparable (both methods agree),comparable
FZD9,HNSC,Minor_Salivary_Gland,35.03,32.49,2.54,0.8,1.74,comparable,13.86,0.628,False,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,16.46,-0.2326,-0.2326,-0.1522,0.12191460610902494,comparable,comparable (both methods agree),comparable
HAVCR2,HNSC,Minor_Salivary_Gland,61.06,52.72,8.34,0.8,7.54,comparable,217.51,3.4976,False,poor,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,108.34,0.9988,0.9988,0.4316,5.533730591583994e-06,enriched,comparable/enriched (partial),comparable
IGF1R,HNSC,Minor_Salivary_Gland,90.28,74.84,15.45,0.8,14.65,enriched,2695.11,16.5683,True,poor,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1665.67,0.6939,0.6939,0.5335,1.6481459536271214e-08,enriched,enriched (both methods agree),enriched
IGF2R,HNSC,Minor_Salivary_Gland,94.63,80.42,14.21,0.8,13.42,enriched,5190.28,21.3703,True,poor,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,3877.05,0.4208,0.4208,0.3822,6.158710035426805e-05,comparable,enriched/comparable (partial),enriched
IL17RB,HNSC,Minor_Salivary_Gland,36.62,64.76,-28.14,0.8,-28.93,depleted,17.5,8.5477,False,poor,0.1853,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,28.76,-0.6856,-0.6856,-0.3244,0.0006915789853305826,depleted,depleted (both methods agree),depleted
IL6ST,HNSC,Minor_Salivary_Gland,70.56,91.3,-20.74,0.8,-21.54,depleted,459.76,54.4536,True,poor,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1025.33,-1.1554,-1.1554,-0.5202,3.7437899570364364e-08,depleted,depleted (both methods agree),depleted
ITGA4,HNSC,Minor_Salivary_Gland,60.04,46.56,13.49,0.8,12.69,enriched,200.58,2.149,False,poor,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,120.2,0.7339,0.7339,0.3428,0.0003342244442793846,enriched,enriched (both methods agree),enriched
ITGA6,HNSC,Minor_Salivary_Gland,98.19,94.27,3.92,0.8,3.12,comparable,17473.5,82.1554,True,poor,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,4758.32,1.8764,1.8764,0.7469,2.333788493892267e-15,enriched,comparable/enriched (partial),comparable
ITGAV,HNSC,Minor_Salivary_Gland,93.98,83.54,10.44,0.8,9.64,comparable,4552.28,27.7866,True,poor,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,2239.63,1.023,1.023,0.591,3.9563010750425964e-10,enriched,comparable/enriched (partial),comparable
ITGB1,HNSC,Minor_Salivary_Gland,97.17,93.47,3.7,0.8,2.9,comparable,10630.25,74.0633,True,poor,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,6919.18,0.6194,0.6194,0.5148,5.13463520528682e-08,enriched,comparable/enriched (partial),comparable
ITGB3,HNSC,Minor_Salivary_Gland,47.28,53.08,-5.8,0.8,-6.6,comparable,69.05,3.5576,False,poor,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,56.54,0.2838,0.2838,0.0176,0.8650227148671881,comparable,comparable (both methods agree),comparable
ITGB4,HNSC,Minor_Salivary_Gland,98.26,97.46,0.8,0.8,0.0,comparable,17796.9,169.084,True,poor,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,7335.72,1.2785,1.2785,0.737,5.357797623051779e-15,enriched,comparable/enriched (partial),comparable
ITGB5,HNSC,Minor_Salivary_Gland,92.75,92.31,0.44,0.8,-0.36,comparable,3880.3,58.5598,True,poor,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,2618.74,0.5671,0.5671,0.4404,3.4951670114863382e-06,enriched,comparable/enriched (partial),comparable
LIFR,HNSC,Minor_Salivary_Gland,57.87,73.97,-16.1,0.8,-16.9,depleted,173.55,15.4108,False,poor,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,412.77,-1.2452,-1.2452,-0.4821,3.5419842669340186e-07,depleted,depleted (both methods agree),depleted
LRP1,HNSC,Minor_Salivary_Gland,95.79,91.81,3.99,0.8,3.19,comparable,7373.38,57.091,True,poor,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,5428.11,0.4418,0.4418,0.2123,0.028911070118157585,comparable,comparable (both methods agree),comparable
LRP5,HNSC,Minor_Salivary_Gland,83.32,92.89,-9.57,0.8,-10.37,depleted,1331.1,64.2315,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1442.01,-0.1154,-0.1154,-0.1148,0.24807449116844255,comparable,depleted/comparable (partial),depleted
LRP6,HNSC,Minor_Salivary_Gland,70.7,75.71,-5.0,0.8,-5.8,comparable,466.34,17.2048,True,poor,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,568.92,-0.2863,-0.2863,-0.1884,0.05348307796499611,comparable,comparable (both methods agree),comparable
MERTK,HNSC,Minor_Salivary_Gland,56.35,62.65,-6.31,0.8,-7.11,comparable,144.08,7.4707,False,poor,0.1195,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,117.09,0.297,0.297,0.1319,0.18323656881204597,comparable,comparable (both methods agree),comparable
NCL,HNSC,Minor_Salivary_Gland,98.11,97.39,0.73,0.8,-0.07,comparable,15912.55,163.778,True,poor,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,13786.6,0.2069,0.2069,0.217,0.025501472407795114,comparable,comparable (both methods agree),comparable
NPR1,HNSC,Minor_Salivary_Gland,47.21,60.84,-13.63,0.8,-14.43,depleted,68.99,6.503,False,poor,3.0542,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,125.47,-0.8535,-0.8535,-0.3316,0.0005206069989653237,depleted,depleted (both methods agree),depleted
NRP1,HNSC,Minor_Salivary_Gland,83.39,70.2,13.2,0.8,12.4,enriched,1333.46,11.8718,True,poor,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,935.2,0.5114,0.5114,0.1926,0.04835985305697657,enriched,enriched (both methods agree),enriched
NRP2,HNSC,Minor_Salivary_Gland,85.06,49.38,35.68,0.8,34.88,enriched,1546.6,2.5871,True,poor,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,929.98,0.7332,0.7332,0.4252,7.6275050576006525e-06,enriched,enriched (both methods agree),enriched
NTRK1,HNSC,Minor_Salivary_Gland,32.05,24.29,7.76,0.8,6.96,comparable,9.56,0.2413,False,poor,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy; below TCGA expression floor in this tumor type,43.0,2.93,1.4255,1.4255,0.5726,1.3435151675309127e-09,enriched,comparable/enriched (partial),comparable
NTRK2,HNSC,Minor_Salivary_Gland,74.55,58.88,15.66,0.8,14.87,enriched,630.02,5.7118,True,poor,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping poor: head&neck squamous has no clean GTEx counterpart; salivary gland is a weak proxy,43.0,1561.63,-1.3082,-1.3082,-0.2258,0.02006848660419929,depleted,discordant,enriched
